ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-05-01,516061.78602040984,212427.47668025515,489340.41782682395,516061.78602040984,516061.78602040984,-168575.8735352661,-168575.8735352661,-168575.8735352661,-131871.40061553556,-131871.40061553556,-131871.40061553556,-36704.47291973053,-36704.47291973053,-36704.47291973053,0.0,0.0,0.0,347485.91248514375
2014-05-02,516437.00043906516,288091.05551342346,554466.9801688127,516437.00043906516,516437.00043906516,-95433.24202166624,-95433.24202166624,-95433.24202166624,-57074.66279774361,-57074.66279774361,-57074.66279774361,-38358.579223922614,-38358.579223922614,-38358.579223922614,0.0,0.0,0.0,421003.7584173989
2014-05-03,516812.21487106464,459370.9840718746,753260.614792628,516812.21487106464,516812.21487106464,94173.52433777282,94173.52433777282,94173.52433777282,134041.40660583298,134041.40660583298,134041.40660583298,-39867.88226806016,-39867.88226806016,-39867.88226806016,0.0,0.0,0.0,610985.7392088375
2014-05-04,517187.4293030641,525163.0614334925,800450.8460802265,517187.4293030641,517187.4293030641,147182.5193181206,147182.5193181206,147182.5193181206,188391.55704717882,188391.55704717882,188391.55704717882,-41209.037729058226,-41209.037729058226,-41209.037729058226,0.0,0.0,0.0,664369.9486211848
2014-05-05,517562.64373506355,313708.7930235524,586348.6453733715,517562.64373506355,517562.64373506355,-63459.12537875786,-63459.12537875786,-63459.12537875786,-21095.66539489715,-21095.66539489715,-21095.66539489715,-42363.45998386071,-42363.45998386071,-42363.45998386071,0.0,0.0,0.0,454103.51835630566
2014-05-06,517937.858167063,272764.9396562651,541996.0471438532,517937.858167063,517937.858167063,-111487.17706959497,-111487.17706959497,-111487.17706959497,-68169.68115634898,-68169.68115634898,-68169.68115634898,-43317.495913246,-43317.495913246,-43317.495913246,0.0,0.0,0.0,406450.681097468
2014-05-07,518313.0725990624,295782.47441021336,572033.4498296587,518313.0725990624,518313.0725990624,-88283.999155791,-88283.999155791,-88283.999155791,-44221.55368845848,-44221.55368845848,-44221.55368845848,-44062.44546733251,-44062.44546733251,-44062.44546733251,0.0,0.0,0.0,430029.0734432714
2014-05-08,518688.2870310619,199335.4746107497,481192.4563725952,518688.2870310619,518688.2870310619,-176465.8382158011,-176465.8382158011,-176465.8382158011,-131871.40061538765,-131871.40061538765,-131871.40061538765,-44594.43760041344,-44594.43760041344,-44594.43760041344,0.0,0.0,0.0,342222.4488152608
2014-05-09,519063.5014630613,273579.12049031386,549515.8208000859,519063.5014630613,519063.5014630613,-101988.83721171366,-101988.83721171366,-101988.83721171366,-57074.66279792213,-57074.66279792213,-57074.66279792213,-44914.17441379155,-44914.17441379155,-44914.17441379155,0.0,0.0,0.0,417074.66425134765
2014-05-10,519438.7158950607,465808.0122776705,747586.8312211098,519438.7158950607,519438.7158950607,89014.8466284187,89014.8466284187,89014.8466284187,134041.40660597567,134041.40660597567,134041.40660597567,-45026.559977557,-45026.559977557,-45026.559977557,0.0,0.0,0.0,608453.5625234793
2014-05-11,519813.9303270602,523472.63533992757,816916.5735799976,519813.9303270602,519813.9303270602,143451.32381256012,143451.32381256012,143451.32381256012,188391.55704706724,188391.55704706724,188391.55704706724,-44940.2332345071,-44940.2332345071,-44940.2332345071,0.0,0.0,0.0,663265.2541396203
2014-05-12,520189.1447590596,302094.20982579066,597136.2333758791,520189.1447590596,520189.1447590596,-65762.69194382953,-65762.69194382953,-65762.69194382953,-21095.665394995853,-21095.665394995853,-21095.665394995853,-44667.02654883367,-44667.02654883367,-44667.02654883367,0.0,0.0,0.0,454426.45281523006
2014-05-13,520564.3591910591,260548.25834230165,541644.9416298246,520564.3591910591,520564.3591910591,-112391.05395696571,-112391.05395696571,-112391.05395696571,-68169.68115647527,-68169.68115647527,-68169.68115647527,-44221.37280049043,-44221.37280049043,-44221.37280049043,0.0,0.0,0.0,408173.30523409334
2014-05-14,520939.5736230585,291446.80179894017,569205.600074725,520939.5736230585,520939.5736230585,-87841.2381142559,-87841.2381142559,-87841.2381142559,-44221.55368850421,-44221.55368850421,-44221.55368850421,-43619.68442575169,-43619.68442575169,-43619.68442575169,0.0,0.0,0.0,433098.3355088026
2014-05-15,521314.78805505787,199655.12903338997,490782.8489615839,521314.78805505787,521314.78805505787,-174751.12809109717,-174751.12809109717,-174751.12809109717,-131871.40061545407,-131871.40061545407,-131871.40061545407,-42879.72747564311,-42879.72747564311,-42879.72747564311,0.0,0.0,0.0,346563.6599639607
2014-05-16,521690.0024870574,289839.3567464934,569664.3588376542,521690.0024870574,521690.0024870574,-99094.67544195264,-99094.67544195264,-99094.67544195264,-57074.662797823425,-57074.662797823425,-57074.662797823425,-42020.0126441292,-42020.0126441292,-42020.0126441292,0.0,0.0,0.0,422595.32704510476
2014-05-17,522065.2169190568,484301.3543236725,758789.1720484954,522065.2169190568,522065.2169190568,92982.18323507499,92982.18323507499,92982.18323507499,134041.40660610402,134041.40660610402,134041.40660610402,-41059.22337102904,-41059.22337102904,-41059.22337102904,0.0,0.0,0.0,615047.4001541318
2014-05-18,522440.4313510562,526702.5823222897,805986.2029843832,522440.4313510562,522440.4313510562,148375.85840933723,148375.85840933723,148375.85840933723,188391.55704695568,188391.55704695568,188391.55704695568,-40015.69863761842,-40015.69863761842,-40015.69863761842,0.0,0.0,0.0,670816.2897603934
2014-05-19,522815.6457830557,323616.02148506884,606287.9608286,522815.6457830557,522815.6457830557,-60002.65044743459,-60002.65044743459,-60002.65044743459,-21095.665394857584,-21095.665394857584,-21095.665394857584,-38906.985052577,-38906.985052577,-38906.985052577,0.0,0.0,0.0,462812.9953356211
2014-05-20,523190.8602150551,278269.25249013386,549232.1607694664,523190.8602150551,523190.8602150551,-105919.15055112557,-105919.15055112557,-105919.15055112557,-68169.6811564785,-68169.6811564785,-68169.6811564785,-37749.46939464708,-37749.46939464708,-37749.46939464708,0.0,0.0,0.0,417271.70966392953
2014-05-21,523566.0746470546,307005.7378244299,590119.4170115673,523566.0746470546,523566.0746470546,-80779.65275931945,-80779.65275931945,-80779.65275931945,-44221.55368839221,-44221.55368839221,-44221.55368839221,-36558.099070927245,-36558.099070927245,-36558.099070927245,0.0,0.0,0.0,442786.42188773514
2014-05-22,523941.28907905397,207390.7607406323,504902.6698497309,523941.28907905397,523941.28907905397,-167217.5947225144,-167217.5947225144,-167217.5947225144,-131871.40061552046,-131871.40061552046,-131871.40061552046,-35346.19410699394,-35346.19410699394,-35346.19410699394,0.0,0.0,0.0,356723.6943565396
2014-05-23,524316.5035110535,290101.36883788696,567543.9635505809,524316.5035110535,524316.5035110535,-91200.013247102,-91200.013247102,-91200.013247102,-57074.662797681936,-57074.662797681936,-57074.662797681936,-34125.35044942008,-34125.35044942008,-34125.35044942008,0.0,0.0,0.0,433116.4902639515
2014-05-24,524691.7179430529,482692.45572596014,748463.1590893165,524691.7179430529,524691.7179430529,101135.97593189732,101135.97593189732,101135.97593189732,134041.40660586365,134041.40660586365,134041.40660586365,-32905.430673966344,-32905.430673966344,-32905.430673966344,0.0,0.0,0.0,625827.6938749502
2014-05-25,525066.9323750522,536431.0001166004,828742.53650483,525066.9323750522,525066.9323750522,156696.92226341134,156696.92226341134,156696.92226341134,188391.5570471722,188391.5570471722,188391.5570471722,-31694.634783760775,-31694.634783760775,-31694.634783760775,0.0,0.0,0.0,681763.8546384636
2014-05-26,525442.1468070517,331841.9648747369,613059.0789351206,525442.1468070517,525442.1468070517,-51595.30616867599,-51595.30616867599,-51595.30616867599,-21095.665394956268,-21095.665394956268,-21095.665394956268,-30499.640773719722,-30499.640773719722,-30499.640773719722,0.0,0.0,0.0,473846.8406383757
2014-05-27,525817.3612390511,281495.0804480113,572188.033992853,525817.3612390511,525817.3612390511,-97495.48328783114,-97495.48328783114,-97495.48328783114,-68169.68115636939,-68169.68115636939,-68169.68115636939,-29325.802131461765,-29325.802131461765,-29325.802131461765,0.0,0.0,0.0,428321.87795121997
2014-05-28,526192.5756710507,320237.21268054686,591895.2320458186,526192.5756710507,526192.5756710507,-72398.94121555064,-72398.94121555064,-72398.94121555064,-44221.553688498505,-44221.553688498505,-44221.553688498505,-28177.387527052146,-28177.387527052146,-28177.387527052146,0.0,0.0,0.0,453793.63445550005
2014-05-29,526567.7901030501,236562.4468618793,506567.97863366664,526567.7901030501,526567.7901030501,-158929.24729017835,-158929.24729017835,-158929.24729017835,-131871.40061558687,-131871.40061558687,-131871.40061558687,-27057.846674591492,-27057.846674591492,-27057.846674591492,0.0,0.0,0.0,367638.54281287175
2014-05-30,526943.0045350494,305241.6113106353,590113.3881206467,526943.0045350494,526943.0045350494,-83044.74856509334,-83044.74856509334,-83044.74856509334,-57074.66279826607,-57074.66279826607,-57074.66279826607,-25970.08576682726,-25970.08576682726,-25970.08576682726,0.0,0.0,0.0,443898.2559699561
2014-05-31,527318.2189670489,490431.62114229763,780605.7009525466,527318.2189670489,527318.2189670489,109124.6706059826,109124.6706059826,109124.6706059826,134041.4066059992,134041.4066059992,134041.4066059992,-24916.73600001661,-24916.73600001661,-24916.73600001661,0.0,0.0,0.0,636442.8895730316
2014-06-01,527693.4333990484,551957.7748559114,838002.9710315136,527693.4333990484,527693.4333990484,164491.1575376456,164491.1575376456,164491.1575376456,188391.5570470048,188391.5570470048,188391.5570470048,-23900.399509359253,-23900.399509359253,-23900.399509359253,0.0,0.0,0.0,692184.5909366941
2014-06-02,528068.6478310478,347157.97093379695,627231.251289496,528068.6478310478,528068.6478310478,-44019.52387972031,-44019.52387972031,-44019.52387972031,-21095.66539505497,-21095.66539505497,-21095.66539505497,-22923.858484665347,-22923.858484665347,-22923.858484665347,0.0,0.0,0.0,484049.12395132746
2014-06-03,528443.8622630473,306230.158102944,577663.6030787538,528443.8622630473,528443.8622630473,-90159.91642859016,-90159.91642859016,-90159.91642859016,-68169.68115648493,-68169.68115648493,-68169.68115648493,-21990.235272105234,-21990.235272105234,-21990.235272105234,0.0,0.0,0.0,438283.94583445706
2014-06-04,528819.0766950467,326533.3344999983,610247.640996893,528819.0766950467,528819.0766950467,-65324.64749479597,-65324.64749479597,-65324.64749479597,-44221.55368854424,-44221.55368854424,-44221.55368854424,-21103.093806251756,-21103.093806251756,-21103.093806251756,0.0,0.0,0.0,463494.4292002508
2014-06-05,529194.2911270461,236331.31260605893,511281.88504229666,529194.2911270461,529194.2911270461,-152137.87627303385,-152137.87627303385,-152137.87627303385,-131871.40061543896,-131871.40061543896,-131871.40061543896,-20266.475657594885,-20266.475657594885,-20266.475657594885,0.0,0.0,0.0,377056.41485401226
2014-06-06,529569.5055590456,318225.39302716946,592992.1823096302,529569.5055590456,529569.5055590456,-76559.53000605336,-76559.53000605336,-76559.53000605336,-57074.662798124584,-57074.662798124584,-57074.662798124584,-19484.867207928775,-19484.867207928775,-19484.867207928775,0.0,0.0,0.0,453009.9755529922
2014-06-07,529944.719991045,508750.63419837516,784746.7369044685,529944.719991045,529944.719991045,115278.30875254821,115278.30875254821,115278.30875254821,134041.40660612754,134041.40660612754,134041.40660612754,-18763.09785357935,-18763.09785357935,-18763.09785357935,0.0,0.0,0.0,645223.0287435931
2014-06-08,530319.9344230444,555441.635454626,831061.3939601072,530319.9344230444,530319.9344230444,170285.38449441805,170285.38449441805,170285.38449441805,188391.557046949,188391.557046949,188391.557046949,-18106.172552530912,-18106.172552530912,-18106.172552530912,0.0,0.0,0.0,700605.3189174625
2014-06-09,530695.1488550439,339566.25184608775,633222.8844948461,530695.1488550439,530695.1488550439,-38614.71073684516,-38614.71073684516,-38614.71073684516,-21095.665394399897,-21095.665394399897,-21095.665394399897,-17519.045342445264,-17519.045342445264,-17519.045342445264,0.0,0.0,0.0,492080.43811819877
2014-06-10,531070.3632870434,306123.6815527688,593601.2543585841,531070.3632870434,531070.3632870434,-85176.02468866417,-85176.02468866417,-85176.02468866417,-68169.6811564374,-68169.6811564374,-68169.6811564374,-17006.343532226787,-17006.343532226787,-17006.343532226787,0.0,0.0,0.0,445894.3385983792
2014-06-11,531445.5777190428,333557.0352315788,604912.0168233581,531445.5777190428,531445.5777190428,-60793.60867672842,-60793.60867672842,-60793.60867672842,-44221.55368854137,-44221.55368854137,-44221.55368854137,-16572.054988187057,-16572.054988187057,-16572.054988187057,0.0,0.0,0.0,470651.96904231433
2014-06-12,531820.7921510421,241186.21004504967,515138.15411305294,531820.7921510421,531820.7921510421,-148090.59380229222,-148090.59380229222,-148090.59380229222,-131871.40061558966,-131871.40061558966,-131871.40061558966,-16219.193186702558,-16219.193186702558,-16219.193186702558,0.0,0.0,0.0,383730.1983487499
2014-06-13,532196.0065830417,309472.87568858144,606329.5308012492,532196.0065830417,532196.0065830417,-73024.11919299324,-73024.11919299324,-73024.11919299324,-57074.662797983074,-57074.662797983074,-57074.662797983074,-15949.456395010178,-15949.456395010178,-15949.456395010178,0.0,0.0,0.0,459171.8873900485
2014-06-14,532571.2210150411,505626.5926250947,798933.9117359946,532571.2210150411,532571.2210150411,118278.50820972308,118278.50820972308,118278.50820972308,134041.40660627026,134041.40660627026,134041.40660627026,-15762.898396547185,-15762.898396547185,-15762.898396547185,0.0,0.0,0.0,650849.7292247642
2014-06-15,532946.4354470405,567255.3993718048,835385.8273001505,532946.4354470405,532946.4354470405,172733.9285031043,172733.9285031043,172733.9285031043,188391.55704716546,188391.55704716546,188391.55704716546,-15657.628544061154,-15657.628544061154,-15657.628544061154,0.0,0.0,0.0,705680.3639501447
2014-06-16,533321.64987904,358189.1220881654,630142.4699464045,533321.64987904,533321.64987904,-36725.22397143604,-36725.22397143604,-36725.22397143604,-21095.66539459187,-21095.66539459187,-21095.66539459187,-15629.558576844165,-15629.558576844165,-15629.558576844165,0.0,0.0,0.0,496596.42590760393
2014-06-17,533696.8643110393,316810.3105090115,583547.680076544,533696.8643110393,533696.8643110393,-83841.89373039981,-83841.89373039981,-83841.89373039981,-68169.6811564406,-68169.6811564406,-68169.6811564406,-15672.212573959214,-15672.212573959214,-15672.212573959214,0.0,0.0,0.0,449854.97058063955
2014-06-18,534072.0787430389,336250.88170568756,611281.270885831,534072.0787430389,534072.0787430389,-59998.168347125626,-59998.168347125626,-59998.168347125626,-44221.55368864765,-44221.55368864765,-44221.55368864765,-15776.614658477996,-15776.614658477996,-15776.614658477996,0.0,0.0,0.0,474073.9103959133
2014-06-19,534447.2931750383,240901.0422417034,521195.10947539157,534447.2931750383,534447.2931750383,-147802.66728253852,-147802.66728253852,-147802.66728253852,-131871.40061557177,-131871.40061557177,-131871.40061557177,-15931.266666966743,-15931.266666966743,-15931.266666966743,0.0,0.0,0.0,386644.6258924998
2014-06-20,534822.5076070377,317348.8185929581,604034.67057968,534822.5076070377,534822.5076070377,-73196.8878252295,-73196.8878252295,-73196.8878252295,-57074.66279820439,-57074.66279820439,-57074.66279820439,-16122.225027025128,-16122.225027025128,-16122.225027025128,0.0,0.0,0.0,461625.6197818082
2014-06-21,535197.7220390372,519349.5305110173,797140.6646815633,535197.7220390372,535197.7220390372,117708.12396799764,117708.12396799764,117708.12396799764,134041.4066060299,134041.4066060299,134041.4066060299,-16333.282638032264,-16333.282638032264,-16333.282638032264,0.0,0.0,0.0,652905.8460070348
2014-06-22,535572.9364710366,572669.3227244708,851771.8795293805,535572.9364710366,535572.9364710366,171845.29930695155,171845.29930695155,171845.29930695155,188391.55704705388,188391.55704705388,188391.55704705388,-16546.257740102323,-16546.257740102323,-16546.257740102323,0.0,0.0,0.0,707418.2357779882
2014-06-23,535948.150903036,357694.30071767094,645335.625750011,535948.150903036,535948.150903036,-37837.053106581196,-37837.053106581196,-37837.053106581196,-21095.665394690543,-21095.665394690543,-21095.665394690543,-16741.38771189065,-16741.38771189065,-16741.38771189065,0.0,0.0,0.0,498111.0977964548
2014-06-24,536323.3653350354,311978.83757844236,591637.129974364,536323.3653350354,536323.3653350354,-85067.50275494318,-85067.50275494318,-85067.50275494318,-68169.68115644381,-68169.68115644381,-68169.68115644381,-16897.82159849937,-16897.82159849937,-16897.82159849937,0.0,0.0,0.0,451255.86258009216
2014-06-25,536698.5729697479,339170.99348666915,610025.8560669593,536698.5729697479,536698.5729697479,-61215.754770883315,-61215.754770883315,-61215.754770883315,-44221.55368853564,-44221.55368853564,-44221.55368853564,-16994.201082347674,-16994.201082347674,-16994.201082347674,0.0,0.0,0.0,475482.81819886464
2014-06-26,537073.7806044606,245070.13925701744,521615.6164899327,537073.7806044606,537073.7806044606,-148880.71633469366,-148880.71633469366,-148880.71633469366,-131871.40061546248,-131871.40061546248,-131871.40061546248,-17009.315719231145,-17009.315719231145,-17009.315719231145,0.0,0.0,0.0,388193.06426976697
2014-06-27,537448.9882391732,328683.31662930246,611165.5439459307,537448.9882391732,537448.9882391732,-73997.47751071473,-73997.47751071473,-73997.47751071473,-57074.66279810568,-57074.66279810568,-57074.66279810568,-16922.814712609033,-16922.814712609033,-16922.814712609033,0.0,0.0,0.0,463451.51072845847
2014-06-28,537824.1958738858,508515.51303880353,789528.4570236247,537824.1958738858,537824.1958738858,117325.45217942087,117325.45217942087,117325.45217942087,134041.40660616543,134041.40660616543,134041.40660616543,-16715.954426744564,-16715.954426744564,-16715.954426744564,0.0,0.0,0.0,655149.6480533066
2014-06-29,538199.4035085982,568348.806391515,838326.4206503147,538199.4035085982,538199.4035085982,172019.19868151704,172019.19868151704,172019.19868151704,188391.55704699803,188391.55704699803,188391.55704699803,-16372.358365481003,-16372.358365481003,-16372.358365481003,0.0,0.0,0.0,710218.6021901153
2014-06-30,538574.6111433109,362022.61945977603,631450.9162437867,538574.6111433109,538574.6111433109,-36974.429967979086,-36974.429967979086,-36974.429967979086,-21095.66539488253,-21095.66539488253,-21095.66539488253,-15878.764573096554,-15878.764573096554,-15878.764573096554,0.0,0.0,0.0,501600.1811753318
2014-07-01,538949.8187780234,319331.02597313246,596664.7672545202,538949.8187780234,538949.8187780234,-83395.41558659254,-83395.41558659254,-83395.41558659254,-68169.68115650858,-68169.68115650858,-68169.68115650858,-15225.734430083969,-15225.734430083969,-15225.734430083969,0.0,0.0,0.0,455554.40319143084
2014-07-02,539325.0264127359,349148.87278669904,619376.4270478841,539325.0264127359,539325.0264127359,-58629.85036743647,-58629.85036743647,-58629.85036743647,-44221.55368858139,-44221.55368858139,-44221.55368858139,-14408.29667885509,-14408.29667885509,-14408.29667885509,0.0,0.0,0.0,480695.17604529945
2014-07-03,539700.2340474485,258663.3610396892,529679.9071646875,539700.2340474485,539700.2340474485,-145297.90187027724,-145297.90187027724,-145297.90187027724,-131871.40061544458,-131871.40061544458,-131871.40061544458,-13426.501254832665,-13426.501254832665,-13426.501254832665,0.0,0.0,0.0,394402.33217717125
2014-07-04,540075.4416821611,332003.5254952654,611412.947170607,540075.4416821611,540075.4416821611,-69360.52191805282,-69360.52191805282,-69360.52191805282,-57074.662797964185,-57074.662797964185,-57074.662797964185,-12285.859120088637,-12285.859120088637,-12285.859120088637,0.0,0.0,0.0,470714.91976410826
2014-07-05,540450.6493168736,531760.2070156075,797102.7035959422,540450.6493168736,540450.6493168736,123043.75983029976,123043.75983029976,123043.75983029976,134041.40660630094,134041.40660630094,134041.40660630094,-10997.646776001196,-10997.646776001196,-10997.646776001196,0.0,0.0,0.0,663494.4091471734
2014-07-06,540825.8569515862,586121.0750112858,857327.1703214404,540825.8569515862,540825.8569515862,178812.4996347261,178812.4996347261,178812.4996347261,188391.55704683068,188391.55704683068,188391.55704683068,-9579.057412104652,-9579.057412104652,-9579.057412104652,0.0,0.0,0.0,719638.3565863123
2014-07-07,541201.0645862987,366522.9950707232,646661.8813063415,541201.0645862987,541201.0645862987,-29148.850045688676,-29148.850045688676,-29148.850045688676,-21095.665394557705,-21095.665394557705,-21095.665394557705,-8053.18465113097,-8053.18465113097,-8053.18465113097,0.0,0.0,0.0,512052.21454061
2014-07-08,541576.2722210113,325472.63383534434,600311.6225727476,541576.2722210113,541576.2722210113,-74618.51062221019,-74618.51062221019,-74618.51062221019,-68169.68115639949,-68169.68115639949,-68169.68115639949,-6448.829465810701,-6448.829465810701,-6448.829465810701,0.0,0.0,0.0,466957.7615988011
2014-07-09,541951.4798557238,362915.27272807027,624480.4654033572,541951.4798557238,541951.4798557238,-49021.67963211024,-49021.67963211024,-49021.67963211024,-44221.55368857851,-44221.55368857851,-44221.55368857851,-4800.125943531741,-4800.125943531741,-4800.125943531741,0.0,0.0,0.0,492929.80022361357
2014-07-10,542326.6874904364,275742.4635432643,540067.9230005216,542326.6874904364,542326.6874904364,-135017.38762567894,-135017.38762567894,-135017.38762567894,-131871.40061542665,-131871.40061542665,-131871.40061542665,-3145.98701025227,-3145.98701025227,-3145.98701025227,0.0,0.0,0.0,407309.29986475746
2014-07-11,542701.8951251489,337905.64130549954,617933.8875294685,542701.8951251489,542701.8951251489,-58604.03963126535,-58604.03963126535,-58604.03963126535,-57074.66279786551,-57074.66279786551,-57074.66279786551,-1529.376833399837,-1529.376833399837,-1529.376833399837,0.0,0.0,0.0,484097.8554938836
2014-07-12,543077.1027598615,524872.080908253,817747.4648406187,543077.1027598615,543077.1027598615,134044.9843744554,134044.9843744554,134044.9843744554,134041.40660606776,134041.40660606776,134041.40660606776,3.5777683876455773,3.5777683876455773,3.5777683876455773,0.0,0.0,0.0,677122.0871343169
2014-07-13,543452.3103945741,598687.7686791632,882593.2474288588,543452.3103945741,543452.3103945741,189796.17619698413,189796.17619698413,189796.17619698413,188391.55704726378,188391.55704726378,188391.55704726378,1404.6191497203602,1404.6191497203602,1404.6191497203602,0.0,0.0,0.0,733248.4865915582
2014-07-14,543827.5180292866,382410.0557740384,663438.2653222547,543827.5180292866,543827.5180292866,-18471.154335626743,-18471.154335626743,-18471.154335626743,-21095.665394749667,-21095.665394749667,-21095.665394749667,2624.5110591229245,2624.5110591229245,2624.5110591229245,0.0,0.0,0.0,525356.3636936599
2014-07-15,544202.7256639991,336360.07524166093,606206.3388413386,544202.7256639991,544202.7256639991,-64555.39729641384,-64555.39729641384,-64555.39729641384,-68169.68115640269,-68169.68115640269,-68169.68115640269,3614.283859988852,3614.283859988852,3614.283859988852,0.0,0.0,0.0,479647.32836758526
2014-07-16,544577.9332987117,354176.1132728404,642425.1875637434,544577.9332987117,544577.9332987117,-39895.01221299901,-39895.01221299901,-39895.01221299901,-44221.55368857565,-44221.55368857565,-44221.55368857565,4326.541475576646,4326.541475576646,4326.541475576646,0.0,0.0,0.0,504682.9210857127
2014-07-17,544953.1409334242,281681.6344418858,554738.1796274132,544953.1409334242,544953.1409334242,-127154.60489765488,-127154.60489765488,-127154.60489765488,-131871.40061544738,-131871.40061544738,-131871.40061544738,4716.7957177924945,4716.7957177924945,4716.7957177924945,0.0,0.0,0.0,417798.5360357694
2014-07-18,545328.3485681368,343006.36831868056,626648.8575432023,545328.3485681368,545328.3485681368,-52329.87126907514,-52329.87126907514,-52329.87126907514,-57074.662798044024,-57074.662798044024,-57074.662798044024,4744.791528968876,4744.791528968876,4744.791528968876,0.0,0.0,0.0,492998.47729906166
2014-07-19,545703.5562028494,545270.3843755176,825601.1267195793,545703.5562028494,545703.5562028494,138417.1921652278,138417.1921652278,138417.1921652278,134041.40660619616,134041.40660619616,134041.40660619616,4375.78555903167,4375.78555903167,4375.78555903167,0.0,0.0,0.0,684120.7483680772
2014-07-20,546078.763837562,615719.5006240053,883378.7042591787,546078.763837562,546078.763837562,191973.2975269537,191973.2975269537,191973.2975269537,188391.5570471522,188391.5570471522,188391.5570471522,3581.7404798015173,3581.7404798015173,3581.7404798015173,0.0,0.0,0.0,738052.0613645157
2014-07-21,546453.9714722745,380615.3790765777,669776.1827675632,546453.9714722745,546453.9714722745,-18753.266863894547,-18753.266863894547,-18753.266863894547,-21095.665394941658,-21095.665394941658,-21095.665394941658,2342.3985310471057,2342.3985310471057,2342.3985310471057,0.0,0.0,0.0,527700.70460838
2014-07-22,546829.1791069871,331723.2200745203,624305.2736052751,546829.1791069871,546829.1791069871,-67523.4811587263,-67523.4811587263,-67523.4811587263,-68169.68115629359,-68169.68115629359,-68169.68115629359,646.1999975672959,646.1999975672959,646.1999975672959,0.0,0.0,0.0,479305.6979482608
2014-07-23,547204.3867416997,360212.17967974255,642200.5226506365,547204.3867416997,547204.3867416997,-45730.53809575991,-45730.53809575991,-45730.53809575991,-44221.55368845173,-44221.55368845173,-44221.55368845173,-1508.9844073082045,-1508.9844073082045,-1508.9844073082045,0.0,0.0,0.0,501473.8486459397
2014-07-24,547579.5943764122,269818.44976174826,543018.2772096532,547579.5943764122,547579.5943764122,-135986.73461389367,-135986.73461389367,-135986.73461389367,-131871.40061542948,-131871.40061542948,-131871.40061542948,-4115.333998464191,-4115.333998464191,-4115.333998464191,0.0,0.0,0.0,411592.85976251855
2014-07-25,547954.8020111247,346295.2447281178,629988.9722781635,547954.8020111247,547954.8020111247,-64229.4557853043,-64229.4557853043,-64229.4557853043,-57074.66279794531,-57074.66279794531,-57074.66279794531,-7154.7929873589865,-7154.7929873589865,-7154.7929873589865,0.0,0.0,0.0,483725.34622582037
2014-07-26,548330.0096458372,524666.5335404554,808658.1729693705,548330.0096458372,548330.0096458372,123442.37121396033,123442.37121396033,123442.37121396033,134041.40660633167,134041.40660633167,134041.40660633167,-10599.035392371332,-10599.035392371332,-10599.035392371332,0.0,0.0,0.0,671772.3808597976
2014-07-27,548705.2172805498,580678.8604676463,874667.6232856159,548705.2172805498,548705.2172805498,173981.86797326032,173981.86797326032,173981.86797326032,188391.5570470964,188391.5570470964,188391.5570470964,-14409.689073836033,-14409.689073836033,-14409.689073836033,0.0,0.0,0.0,722687.0852538102
2014-07-28,549080.4249152624,377187.38505218644,644492.4488236746,549080.4249152624,549080.4249152624,-39634.4863954209,-39634.4863954209,-39634.4863954209,-21095.665394616823,-21095.665394616823,-21095.665394616823,-18538.821000804077,-18538.821000804077,-18538.821000804077,0.0,0.0,0.0,509445.93851984147
2014-07-29,549455.632549975,314399.7643028216,598555.9150850769,549455.632549975,549455.632549975,-91099.35980587576,-91099.35980587576,-91099.35980587576,-68169.68115647069,-68169.68115647069,-68169.68115647069,-22929.678649405072,-22929.678649405072,-22929.678649405072,0.0,0.0,0.0,458356.2727440992
2014-07-30,549830.8401846875,344465.0615406104,619409.7804281006,549830.8401846875,549830.8401846875,-71739.22888929826,-71739.22888929826,-71739.22888929826,-44221.553688448876,-44221.553688448876,-44221.553688448876,-27517.675200849393,-27517.675200849393,-27517.675200849393,0.0,0.0,0.0,478091.61129538924
2014-07-31,550206.0478194001,251853.68339138036,518122.949573436,550206.0478194001,550206.0478194001,-164102.99977598194,-164102.99977598194,-164102.99977598194,-131871.40061549586,-131871.40061549586,-131871.40061549586,-32231.599160486076,-32231.599160486076,-32231.599160486076,0.0,0.0,0.0,386103.04804341815
2014-08-01,550581.2554541127,310752.0453248309,594420.4783240407,550581.2554541127,550581.2554541127,-94069.6851669832,-94069.6851669832,-94069.6851669832,-57074.66279784661,-57074.66279784661,-57074.66279784661,-36995.022369136575,-36995.022369136575,-36995.022369136575,0.0,0.0,0.0,456511.5702871295
2014-08-02,550956.4630888251,499052.34165619686,774040.0195822141,550956.4630888251,550956.4630888251,92313.5322819237,92313.5322819237,92313.5322819237,134041.40660646002,134041.40660646002,134041.40660646002,-41727.87432453632,-41727.87432453632,-41727.87432453632,0.0,0.0,0.0,643269.9953707488
2014-08-03,551331.6707235377,554549.156543195,836031.9263905833,551331.6707235377,551331.6707235377,142043.4115855917,142043.4115855917,142043.4115855917,188391.55704725708,188391.55704725708,188391.55704725708,-46348.1454616654,-46348.1454616654,-46348.1454616654,0.0,0.0,0.0,693375.0823091294
